65. GUEST  [GROOVER]    [群馬レジャーランド伊勢崎店@群馬県@関東] Score: 1739496991 
119. PURAMU  [Crazy ∞ Queen]    [プレビ劇場ＩＳＥＳＡＫＩ@群馬県@関東] Score: 1711146694 
157. Darful  [二代目超シューティング神]    [プレビ劇場ＩＳＥＳＡＫＩ@群馬県@関東] Score: 1695755884 
624. SSKM  [イフリート]    [ユーズランド高崎店@群馬県@関東] Score: 1315784622 
729. MAC  [全都道府県完全制覇]    [ラウンドワン前橋店@群馬県@関東] Score: 1243193109 
821. Y+zeki  [ヤタガラス・ゴッド]    [ユーズランド太田店@群馬県@関東] Score: 1185438575 
835. ARISU  [冬のミクさんマジ天使]    [セガワールド館林@群馬県@関東] Score: 1179100110 
937. KAZjarku  [輝け！ミドリウム！]    [ユーズランド高崎店@群馬県@関東] Score: 1128646163 
991. +MAGURO+  [S級上杉謙信]    [ユーズランド高崎店@群馬県@関東] Score: 1099988334 
