210. YUUTO***  [ろくでなし先生]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1626268928 
310. uit  [しんどい]    [セガワールド高山@岐阜県@東海] Score: 1553554013 
386. ORIYAN  [えんがちょマスター]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1488012468 
459. Jacky  [お断リンカちゃん]    [Ａ．Ｃ．グランド@岐阜県@東海] Score: 1430848136 
466. Skeleton  [岐阜勢]    [Ａ．Ｃ．グランド@岐阜県@東海] Score: 1424317710 
535. CHOMOKO  [ノリノリンカちゃん]    [セガワールド多治見@岐阜県@東海] Score: 1359946502 
693. NAKAHITO  [変なTシャツヤロー]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1247016130 
711. Na-Nya**  [魔奴化]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1237811460 
748. ITODA  [そんなんARIKA]    [Ａ．Ｃ．グランド@岐阜県@東海] Score: 1215684446 
792. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1190218654 
