213. YUUTO***  [ろくでなし先生]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1630100974 
301. uit  [しんどい]    [セガワールド高山@岐阜県@東海] Score: 1566356489 
393. ORIYAN  [えんがちょマスター]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1490799970 
467. Jacky  [お断リンカちゃん]    [Ａ．Ｃ．グランド@岐阜県@東海] Score: 1430848136 
476. Skeleton  [岐阜勢]    [Ａ．Ｃ．グランド@岐阜県@東海] Score: 1425112308 
533. CHOMOKO  [infinity]    [セガワールド多治見@岐阜県@東海] Score: 1363883755 
712. Na-Nya**  [魔奴化]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1240137091 
754. ITODA  [そんなんARIKA]    [Ａ．Ｃ．グランド@岐阜県@東海] Score: 1215684446 
801. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1190218654 
