199. YUUTO***  [ろくでなし先生]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1588003071 
288. uit  [しんどい]    [セガワールド高山@岐阜県@東海] Score: 1532290300 
391. ORIYAN  [えんがちょマスター]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1450923947 
400. Jacky  [お断リンカちゃん]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1439653614 
526. CHOMOKO  [一人じゃないんだ]    [セガワールド多治見@岐阜県@東海] Score: 1333120194 
693. ITODA  [そんなんARIKA]    [オリエンタルバッティング可児店@岐阜県@東海] Score: 1220815733 
708. NAKAHITO  [変なTシャツヤロー]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1213614490 
722. Na-Nya**  [Don't stop funky music!]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1203233320 
741. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1196495569 
