206. YUUTO***  [ろくでなし先生]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1561262015 
272. uit  [つらい]    [セガワールド高山@岐阜県@東海] Score: 1525449192 
390. Jacky  [お断リンカちゃん]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1439653614 
404. ORIYAN  [えんがちょマスター]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1419055388 
534. CHOMOKO  [しんどい]    [セガワールド多治見@岐阜県@東海] Score: 1311360950 
666. ITODA  [そんなんARIKA]    [オリエンタルバッティング可児店@岐阜県@東海] Score: 1220815733 
716. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1194862730 
723. NAKAHITO  [しんどい]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1192218023 
726. Na-Nya**  [無理]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1191845364 
