220. YUUTO***  [ろくでなし先生]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1500103492 
250. uit  [I Love 格ゲー]    [セガワールド高山@岐阜県@東海] Score: 1485182531 
252. tsuccho  [ドウニデモ＝ナ＝レ(76)]    [大垣メトロポリス@岐阜県@東海] Score: 1484863167 
424. ORIYAN  [えんがちょマスター]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1358134627 
549. CHOMOKO  [I love "SPACE INVADERS 2003"]    [セガワールド多治見@岐阜県@東海] Score: 1257425842 
623. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1206415394 
758. Na-Nya**  [□△×○先生]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1140672861 
804. ishimine  [STORM CAUSER]    [セガワールド高山@岐阜県@東海] Score: 1113391422 
835. NAKAHITO  [変なTシャツヤロー]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1094353326 
