2. K.I.  [カーナビ神]    [スターダスト@岡山県@中国] Score: 1752000000 
11. SKYMAN  [Starlight Road God]    [スターダスト@岡山県@中国] Score: 1749794734 
178. YUKKE_GS  [GROOVER]    [スターダスト@岡山県@中国] Score: 1675091259 
180. YasGni  [Kick It Out God]    [スターダスト@岡山県@中国] Score: 1674610641 
366. Yu-ki  [村人A]    [アミパラ津山店@岡山県@中国] Score: 1517563373 
551. Takah@C  [はじめてのぐるこす]    [スターダスト@岡山県@中国] Score: 1359614235 
553. MASAKAZU  [不可能を無にする者]    [アミパラテクノランド店@岡山県@中国] Score: 1358499468 
839. RIC  [STORM CAUSER]    [ファンタジスタ@岡山県@中国] Score: 1170948517 
886. JUN  [Ｓ＋級グラタン]    [ユーズランド倉敷店@岡山県@中国] Score: 1151422119 
