205. YUUTO***  [ろくでなし先生]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1555383053 
256. uit  [バジリスク]    [セガワールド高山@岐阜県@東海] Score: 1527457980 
380. Jacky  [お断リンカちゃん]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1442637005 
403. ORIYAN  [えんがちょマスター]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1419778431 
543. CHOMOKO  [しんどい]    [セガワールド多治見@岐阜県@東海] Score: 1300901810 
651. ITODA  [そんなんARIKA]    [オリエンタルバッティング可児店@岐阜県@東海] Score: 1223815733 
703. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1197851351 
732. NAKAHITO  [変なTシャツヤロー]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1185154235 
738. Na-Nya**  [無理]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1182065266 
