202. YUUTO***  [ろくでなし先生]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1561262015 
268. uit  [つらい]    [セガワールド高山@岐阜県@東海] Score: 1525449192 
388. Jacky  [お断リンカちゃん]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1439653614 
404. ORIYAN  [えんがちょマスター]    [岐阜レジャーランド　穂積店@岐阜県@東海] Score: 1419055388 
532. CHOMOKO  [メリークルシミマス！]    [セガワールド多治見@岐阜県@東海] Score: 1311208877 
663. ITODA  [そんなんARIKA]    [オリエンタルバッティング可児店@岐阜県@東海] Score: 1220815733 
714. O-YA  [岐阜勢]    [セガワールドアクアウォーク大垣@岐阜県@東海] Score: 1194862730 
719. NAKAHITO  [しんどい]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1192218023 
729. Na-Nya**  [無理]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1188083408 
